95821,70127335,4121 Edison Ave,295000,3,2,1741
95621,80023034,7613 Sara Lynn Way,187900,3,2,1431
95832,80021633,1986 Danvers Way,209000,4,2,1800
95833,80017885,1723 Urbana Way,225000,3,2,1427
95824,80019376,7745 Maralee Way,229000,3,2,1281
95608,80009432,6349 Madison Ave,349000,4,2,1800
95624,80023749,9341 Silver Harbor Way,372000,4,3,2194
95833,80014025,9 Rivermont Ct,214900,3,2,1367
95833,70106903,18 Godello Ct,355000,3,2,1282
95864,80011663,3932 La Verne Way,259000,2,1,1155
95747,70125409,1992 San Esteban Cir,360000,3,2,1906
95648,80012278,2113 Prado Vista ,1899000,4,4,4795
95628,80012966,9160 Madison Ave Unit 61,114900,1,1,682
95824,80017053,5913 Garibaldi St,129900,3,1,1050
95842,70121002,6909 Sprig Dr,245000,3,2,1557
95632,80002049,1021 Meadowview Dr,189999,3,1,1080
95842,80011291,5722 Hillsdale Blvd,55000,2,1,933
95648,70124625,1378 Seymour Cir,299900,4,2,2222
95758,80016192,6712 Venetian Ct,179000,2,2,1004
95621,80018241,6310 Nachez Ct,134950,2,1,1228
95835,70053366,47 Naponee Ct,259000,3,2,1531
95683,80016253,15430 Wadkins Ct,499000,4,3,2734
95746,80001063,910 Fielding Ct,839999,4,4,3406
95823,80004748,63 Suntrail Cir,239000,3,2,1351
95758,80013279,2892 Brighton Beach Way,159900,1,1,879
95842,80007196,5526 Moorhouse Ct,290000,3,2,1085
95842,70121489,6048 Springhaven Cir,149000,3,2,1092
95624,60064853,8840 Scenic Elk Ct,849000,4,2,2465
95834,70122389,3300 Sora Way,569000,5,3,3701
95835,80004460,310 Barnhart Cir,345000,4,2,2605
95648,70070255,614 Farrington Ln,325000,3,3,2566
95628,70084242,4304 San Juan Ave,270000,4,3,2260
95610,80022570,6119 Mariposa Ave,249900,3,1,989
95757,80017995,10285 Stoecker Way,442922,5,3,2849
95701,80023625,117 Canyon Mine Rd,579900,3,2,2640
95624,80003613,9104 Richborough Way,244900,4,2,1774
95834,80007593,289 Olivadi Way,279990,2,2,1470
95747,70085092,3370 Central Ave,899000,6,4,3265
95831,70101756,346 Zephyr Ranch Dr,259000,2,2,1247
95648,80024673,1600 Moore Rd,1115000,3,2,2510
95828,70088416,8233 Short Rd,450000,3,2,1325
95630,80010844,188 Stonington Way,375900,3,2,1742
95832,80017459,7706 Walsh Way,219900,4,3,1783
95826,70089593,9320 Mirandy Dr,179900,4,2,1339
95824,80005356,6301 39th Ave,238888,3,1,1328
95823,80013199,5916 Laguna Ranch Cir,244900,4,2,1935
95670,80005465,3429 Mardi Gras Ct,298000,4,2,1524
95757,80015440,9817 Peters Ranch Way,425000,4,3,3140
95822,70117430,7413 Carella Dr,200000,3,2,1265
95677,70105290,4621 Bedford Ct,749000,4,3,3219
95765,70118604,2420 Stefanie Dr,295000,3,2,1624
95670,80016498,10547 Dolecetto Dr,175000,3,2,1383
95610,70119543,8215 Wild Tree Pl,325000,3,2,1523
95648,80016566,933 Herold Ave,195000,3,1,1132
95673,70097171,1713 I St,380000,3,2,1598
95693,70066244,11201 Ketcherside Ln,624900,4,3,1927
95661,80005097,1309 Crestmont Ave,190000,3,2,1152
95648,70081821,1248 Barnhill Ln,325000,4,3,2570
95722,70091322,2380 OAK LEAF Ln,409990,4,2,2065
95833,80024773,247 River Run Cir,190000,2,2,1134
95825,80021639,2490 Larkspur Ln Unit 195,94900,1,1,642
95841,70077822,5111 Griffin Oaks Ln,139900,2,1,1056
95648,80021083,1091 Ashford Ln,329000,4,3,2571
95648,80010878,1941 Hamersley Ln,465500,4,4,4235
95842,70110621,6547 Demuth Cir,240000,3,2,1092
95626,70078446,8031 Rivergreen Dr,499000,4,2,2006
95701,80019935,863 Drum Powerhouse Rd,160000,1,1,560
95758,70121957,5416 Coral Creek Way,199000,3,2,1185
95630,80017754,1696 North Parkway Dr,374990,3,2,1833
95825,80010298,1326 Oak Terrace Ct Unit 15,175000,3,2,1066
95820,80020719,4531 45th St,349900,3,2,2037
95841,70094807,5736 Shadow Creek Dr,124260,3,1,1187
95648,80017744,1709 Carnelian Ct,869000,2,2,2832
95678,80012923,321 Wildflower Dr,419950,4,3,2420
95746,70046642,5157 Prior Ridge Rd,1999000,4,4,6300
95670,80011666,10412 White Rock Rd,199000,3,2,1390
95765,80006014,2148 Ranch View Dr,468867,3,2,2548
95624,70123530,9612 Apple Mill Dr,350000,4,3,2347
95835,70125446,2121 Riggs Ave,375000,4,3,2447
95661,80006915,2304 Valley Forge Way,375000,4,2,2280
95826,70117965,8727 Sturgeon Way,289950,3,2,1182
95817,70111608,3341 40th St,98000,2,1,675
95829,80003694,8132 Westray Dr,179900,3,2,1160
95822,70101512,3000 Loma Verde Way,147000,3,2,1240
95648,70035140,2435 Forest Oaks Ct,329000,3,2,1120
95624,80014221,9113 Vernetta Way,224900,3,2,1080
95822,70087890,6213 24th St,147800,3,2,1009
95677,80024177,5310 Nesting Pl,420000,4,3,2473
95713,80022512,24900 Saddleback Ln,749000,3,2,3182
95757,70110807,5811 Zoller Ct,299900,4,2,1702
95826,80023589,9133 Newhall Dr Unit 67,169900,2,1,875
95757,70126207,9628 Misty Blue Ct,397500,4,2,2778
95829,70128512,7940 Marsannay Way,210000,3,2,1137
95677,70112594,3712 Clover Valley Rd,1149000,4,3,3677
95624,70088344,8731 Los Banos Way,189900,3,2,1080
95831,70111617,7680 Bridgeview Dr,530000,4,3,2554
95628,80009145,4839 Vir Mar St Unit 29,179000,2,2,1095
95602,70119744,3555 Kimo Way,879000,3,3,3089
95670,80008945,10378 Birmingham Way,230000,3,2,1008
95678,70091767,182 Brookhaven Dr,899999,4,3,3210
95630,70123077,106 Wembley Ct,420000,4,2,2002
95662,70074023,8630 Kauhale Pl,1995000,5,4,6600
95817,70127995,3118 42nd St,240000,3,2,1093
95670,80008295,3046 La Rue Way,270000,3,1,1088
95833,80002911,3444 Sweet Pea Way,275000,4,2,1925
95824,80011445,5810 64th St,245000,3,1,1033
95631,70099071,5640 Happy Pines Dr,379900,3,2,1568
95678,70106937,652 Twinwood Loop,298000,3,2,1486
95757,80018538,10305 Braga Ct,390000,5,3,3394
95816,80000131,1481 33rd St,319900,2,1,910
95678,80010338,613 Lilja Ct,359000,4,3,2549
95827,80006170,9416 Fort Worth Way,259000,3,2,1297
95660,80006335,7311 Koala Ct,202500,3,2,1355
95835,70112451,4937 Kokomo Dr,340000,3,2,1957
95747,70113710,1656 Calabria Way,599000,5,4,3830
95648,80011239,767 Violet Ln,487900,2,2,1836
95747,70096132,1801 Broad Stripes Way,309900,4,2,1516
95742,80023556,11777 Azalea Garden Way,349950,5,3,2574
95835,70091876,4915 Alterra Way,339900,3,3,2265
95843,80024513,5328 Beckworth Way,339000,4,3,1983
95829,80010430,8204 Kingsbridge Dr,199000,3,2,1155
95713,80012149,250 Canyon Creek Cir,395900,3,2,1912
95630,80017104,1308 Tippens Way,374500,3,2,1434
95678,80024536,7681 Malta ,419990,3,2,2188
95843,80014343,8424 Morning Skye Way,309900,4,3,2510
95823,70058930,4684 Boyce Dr,219000,4,2,1749
95864,80007155,1361 Rowena Way,485000,4,3,2230
95822,80007486,1168 Rosa Del Rio Way,299900,3,2,1310
95670,80016976,3309 Verdeca Way,259900,3,2,1344
95765,80017191,5302 Clipper Rd,569000,4,3,3187
95628,80000276,5157 Oak Shade Way,539900,4,3,2783
95628,80024122,7711 Juan Way Unit 10B,135900,2,1,960
95832,80021668,1581 Janrick Ave,130000,3,2,1119
95833,80001122,350 Del Verde Cir Unit 8,93900,1,1,724
95814,70124646,1028 P St Unit 3,242000,2,1,730
95831,80021005,7303 Havenside Dr,325000,4,2,2212
95841,80016493,4936 Buffwood Way,269700,4,2,1646
95678,70126643,1017 Treasure Ln,225000,4,2,1475
95661,80001618,2157 Demetrius Way,450000,4,3,2127
95624,80020360,9341 Roan Ranch Cir,315000,4,3,2131
95822,80010573,2155 51st Ave,110000,3,1,870
95648,70114473,7530 S Forbes Rd,595000,4,2,1817
95648,80001251,2077 Butterfield Ln,320000,4,2,1916
95630,80010199,976 Dolan Ct,369900,4,2,1878
95747,80002191,8621 French Creek Ct,540000,3,2,2462
95624,80001120,9204 Trout Way,324900,4,2,1982
95838,70129054,636 Lindsay Ave,225000,3,2,1134
95747,80016750,101 Alicante Ct,685000,5,3,3070
95746,70100490,8820 GREYHAWK Dr,1099000,5,4,4477
95822,80022887,2614 Edinger Ave,104500,3,1,909
95826,80024999,3715 Tallyho Dr Unit 82,138900,2,1,825
95673,80022486,121 Elkhorn Blvd,154900,3,1,1053
95621,80022905,8241 Zenith Dr,194900,4,3,1940
95648,80021885,109 Cresta Ct,739900,5,3,4100
95683,70097187,12160 Jackson Rd,800000,4,2,2500
95747,70083818,1324 Hidalgo Cir,234900,3,2,1154
95815,70104207,1820 Roy Ave,499000,3,2,2306
95603,80020377,125 Oaktree Dr,475000,3,2,1644
95630,70107138,1079 Elsworth Way,499900,3,2,2507
95670,80013793,2635 Ellenbrook Dr,298000,3,2,1103
95722,70100671,980 Crother Rd,849000,3,4,2924
95670,80001324,3248 Chettenham Dr,239900,3,2,1008
95658,70105627,10040 Hayes Dr,789000,5,5,4100
95628,70110181,8813 Barrister Ln,749000,5,3,3816
95628,80002659,6844 Kettering Cir,269900,4,2,1744
95670,80010702,10549 Mills Acres Cir,139900,3,1,1029
95722,70088860,2615 Pinnacle View Dr,1775000,5,3,4636
95834,80001272,20 Groth Cir,220000,3,2,1232
95746,80011244,8505 Sheba Ct,4399000,6,5,7400
95670,70119491,11813 American Bar Ct,625000,4,2,3103
95630,70114427,1793 Woodglen Dr,1150000,4,3,3754
95621,70080873,6012 Len Ct,199000,3,2,1214
95765,70088497,5027 Charter Rd,375000,4,2,1751
95835,80020557,1936 Kane Ave,350000,4,3,2659
95662,70072420,5759 Hazel Ave,325950,2,2,1022
95825,80011878,2309 Laredo Rd,204900,3,1,990
95677,70097685,3026 Union St,379000,3,2,1668
95713,80000869,210 Incline Dr,399000,3,2,1715
95827,70123033,9498 Saint Louis Way,239000,4,2,1596
95818,70107785,2616 17th St,324000,2,1,877
95628,70127040,12400 Fair Oaks Blvd Unit 132,227500,2,2,1018
95608,80023243,5348 Hesper Way,179900,3,1,936
95827,80000974,9437 Fort Worth Way,249900,4,2,1596
95757,70124057,6333 Gus Way,380000,3,2,1982
95661,80017394,1400 Rose Glen Dr,430000,4,2,2211
95610,70124843,8033 Glen Briar Dr,249950,3,2,1319
95817,80017123,3216 San Carlos Way,124000,3,2,1518
95757,80011563,9609 Country Falls Ln,579000,5,3,3171
95630,80019942,1537 Parkway Dr,529900,4,3,2896
95747,70128993,1700 Westlake Dr,359500,3,2,2063
95628,80008071,4412 Pennsylvania Ave,379900,4,2,2414
95655,70122027,11040 Essey Cir,459900,6,3,4062
95827,70077551,3471 Nut Plains Dr,269000,3,2,1176
95827,80009231,10246 Pistachio Way,299000,3,2,1254
95834,70079199,60 Spinel Cir,350000,4,2,3197
95757,70124482,5528 Tares Cir,325000,2,2,1728
95823,80009042,7710 Palma Pkwy,249900,4,2,1694
95757,80017791,7109 Paul Do Mar Way,419000,4,3,2984
95841,70103664,5226 Hemlock St Unit 6,109900,1,1,724
95833,80012885,2936 Azevedo Dr,340000,4,2,2146
95831,80016165,7680 El Rito Way,536900,3,3,2251
95663,80009754,1980 Clark Tunnel Rd,995000,4,3,2700
95822,70112673,2145 Oneil Way,99995,3,1,1014
95835,70126564,170 Aviator Cir,419900,5,4,2670
95663,70095332,2755 Horse N Round Ln,984900,5,3,3600
95630,80017277,1904 Broadford Dr,465000,5,3,2429
95630,80022397,600 Landrise Ct,775000,5,3,3600
95818,80020109,2824 Marty Way,658000,3,2,2116
95746,70112780,5116 Prior Ridge ,1575000,4,3,4482
95610,80015615,8029 Glen Tree Dr,209900,3,2,1484
95825,80014843,2116 Bell St,119900,2,1,899
95835,80018835,5645 Pop Becker Dr,540000,5,3,3291
95765,70058112,5014 Knights Way,329900,4,2,1715
95678,80004197,6672 Maple Creek Dr,378500,4,2,1920
95746,80013270,8333 Shilling Ct,1050000,4,3,4100
95835,80007594,1940 Dawnelle Way,258900,2,2,1492
95624,70128829,9091 Piazza Ct,269900,4,2,1945
95648,70100603,417 Sawmill Ln,659000,2,2,2264
95648,70125917,220 Darien Ct,290000,3,2,1249
95630,70111290,119 Lost Creek Dr,799000,4,3,3492
95821,80008478,4417 Belcrest Way,399700,3,2,1862
95819,80010756,4624 Folsom Blvd,425000,2,1,1110
95693,80008869,12702 Tessie Pl,1950000,6,6,6700
95742,70114665,4205 Anatolia Dr,417000,5,3,3615
95818,70127790,1148 4th Ave,579000,3,2,1731
95603,70117255,840 Tribute Ct,1499000,4,4,5691
95655,80021575,4376 Grafton Cir,350000,3,2,2249
95832,80019243,23 Cortney Ct,299000,5,3,2445
95630,80014690,102 Esplanade Cir,239000,2,2,1059
95833,80000109,2007 Las Coches Way,245000,4,2,1722
95834,70106377,3605 Viader Way,455000,3,3,2791
95842,80024663,7041 Mcdermott Dr,194500,3,2,1588
95823,80017641,4821 Forest Pkwy,320000,3,2,2073
95824,80021967,6173 Lemon Bell Way,287900,4,3,2000
95825,80020247,2028 Robert Way,159000,2,1,810
95838,70127515,510 Macarthur St,230000,4,2,967
95658,80014689,8945 Derby Ct,1050000,5,3,4017
95662,70057894,8760 Killdee Ct,580000,4,3,2266
95747,80012643,3096 Sutter Buttes Dr,429500,4,2,2154
